NEWCURSOR_QUEST_NAME,"It's not Voodoo - Creating your own mouse cursor!
",,,,
NEWCURSOR_QUEST_SUBTITLE,What you'll do,,,,
NEWCURSOR_QUEST_DESCRIPTION,Create your very own mouse pointer (cursor) that you can use across the entire operating system!,,,,
NEWCURSOR_NOTINSTALLED,"Uh-oh! It looks like <b>GIMP</b> isn't installed!

You need to download it from the App Center if you want to play this activity.

Click the icon named <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">App Center</span></tt> on the Desktop, search for <b>GIMP</b> and install it, then restart this activity.",daemon,,,
NEWCURSOR_GREET1,"Greetings, <b>{{user_name}}</b>. I thought I'd show you a fun way to customize the operating system, today.",saniel,,,
NEWCURSOR_GREET2,"Have you played with the System App at all yet? If not, you could to try the ""Touring the System"" activity before this one, if you want.",saniel,,,
NEWCURSOR_GREET3,"At any rate, in the System App, you could switch your mouse cursor between various different objects - Cheese, a Unicorn, et cetera. You probably had your own idea of what would be a fun cursor, though.",saniel,,,
NEWCURSOR_GREET4,"Good news - today, we're going to make a brand-new cursor, just for you!",saniel,,,
NEWCURSOR_LAUNCHGLIMPSE,"I'll open up <b>GIMP</b> to start us off - It's an image editing program, a little like Photoshop, if you've heard of that. You can find it on the Desktop if you'd like to use in on your own, later.",saniel,,,
NEWCURSOR_1,"Good, now let's open a template file I've prepared for you. Press (Ctrl + O) to open a file and the dialog will start you out in your <b>Recently Used</b> files. Use the left-hand part of the window to navigate to your <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">Documents</span></tt> folder, inside your <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">home</span></tt> directory - remember that from your previous experiences with creating files and directories?",saniel,,,
NEWCURSOR_2,"Inside the <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">Documents</span></tt> folder, you should see a file named <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">cursor_template.xmc</span></tt>. Double-click it to open it.",saniel,,,
NEWCURSOR_3,"This image is a little... small, isn't it? To be precise, it's 32 pixels tall, and 32 pixels wide. Nice and tidy. Let's zoom in, so you can get a better look. Press <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">Z</span></tt> to activate the zoom tool, and click on the center of the image a few times to zoom in. If you go too far, hold <tt><span insert_hyphens=""false"" foreground=""#287A8C"" background=""#FFFFFF"">Ctrl</span></tt> and click to zoom out.",saniel,,,
