LIGHTSPEEDENEMYA1_QUESTION,Want to create a level in Lightspeed that uses a new enemy?,ada,,,
LIGHTSPEEDENEMYA1_QUEST_ACCEPT,Yes!,,,,
LIGHTSPEEDENEMYA1_LAUNCH,Start by launching Lightspeed.,,,,
LIGHTSPEEDENEMYA1_NEWLEVEL,"OK, I just created Level 5. But it's just like the other levels, so I'm counting on you to spark it up. 

Let's use the new enemy *spinner*. Go to the coding panel.",,,,
LIGHTSPEEDENEMYA1_NEWLEVEL_HINT1,Press the flip to hack button on the left.,,,,
LIGHTSPEEDENEMYA1_CHANGEENEMY,Click on the Spawn tab. See that `spawnEnemy()` function? Right now it returns 'asteroid'. We want to return `'spinner'` for this level.        ,,,,
LIGHTSPEEDENEMYA1_CHANGEENEMY_HINT1,Change `'asteroid'` to `'spinner'` in the spawn function.,,,,
LIGHTSPEEDENEMYA1_CHANGEENEMY_HINT2,Flip back to the app and start playing the level.,,,,
LIGHTSPEEDENEMYA1_ABOUTTOPLAY,Awesome. Now go ahead and play the level to check on your changes. ,,,,
LIGHTSPEEDENEMYA1_PLAYTEST,Let's see if the *spinners* are there!,,,,
LIGHTSPEEDENEMYA1_NOENEMIES,Hmm. Now there are no enemies at all. Go back and check your code.,,,,
LIGHTSPEEDENEMYA1_NOSPINNERS,"There are some enemies, but no *spinners*. Let's go back and check the code.",,,,
LIGHTSPEEDENEMYA1_FINISHLEVEL,Beautiful work! You're really getting how it works. Now go ahead and beat the level.,,hurray,,
LIGHTSPEEDENEMYA1_SUCCESS,Brilliant. Thanks for your help with this! Drop by later. We can do some more exploring.,,,,
LIGHTSPEEDENEMYA1_ABORT,Let me know whenever you're ready then.,,,,
